H2.290.5.W3,1,1,1,1,1,1,1,1,1
H2.290.5.W4,1,1,1,1,1,1,1,1,1
H2.290.5.W5,1,1,1,1,1,1,1,1,1
H2.290.5.W6,1,1,1,1,1,1,1,1,1
H2.290.6.W1,1,1,1,1,1,1,1,1,1
H2.290.6.W2,1,1,1,1,1,1,1,1,1
H2.290.6.W3,1,1,1,1,1,1,1,1,1
H2.290.6.W4,1,1,1,1,1,1,1,1,1
H2.290.6.W5,1,1,1,1,1,1,1,1,1
H2.290.6.W6,1,1,1,1,1,1,1,1,1
CC7.290.4.W1,1,1,1,1,1,1,1,1,1
CC7.290.4.W2,1,1,1,1,1,1,1,1,1
CC7.290.4.W3,1,1,1,1,1,1,1,1,1
CC7.290.4.W4,1,1,1,1,1,1,1,1,1
CC7.290.4.W5,1,1,1,1,1,1,1,1,1
CC7.290.4.W6,1,1,1,1,1,1,1,1,1
CC7.290.5.W1,1,1,1,1,1,1,1,1,1
CC7.290.5.W2,1,1,1,1,1,1,1,1,1
CC7.290.5.W3,1,1,1,1,1,1,1,1,1
CC7.290.5.W4,1,1,1,1,1,1,1,1,1
CC7.290.5.W5,1,1,1,1,1,1,1,1,1
CC7.290.5.W6,1,1,1,1,1,1,1,1,1
CC7.290.6.W1,1,1,1,1,1,1,1,1,1
CC7.290.6.W2,1,1,1,1,1,1,1,1,1
CC7.290.6.W3,1,1,1,1,1,1,1,1,1
CC7.290.6.W4,1,1,1,1,1,1,1,1,1
CC7.290.6.W5,1,1,1,1,1,1,1,1,1
CC7.290.6.W6,1,1,1,1,1,1,1,1,1
H2.315.4.W1,1,1,1,1,1,1,1,1,1
H2.315.4.W2,1,1,1,1,1,1,1,1,1
H2.315.4.W3,1,1,1,1,1,1,1,1,LOST
H2.315.4.W4,1,1,1,1,1,1,1,1,1
H2.315.4.W5,1,1,1,1,1,1,1,1,1
H2.315.4.W6,1,1,1,1,1,1,1,1,1
H2.315.5.W1,1,1,1,1,1,1,1,1,1
H2.315.5.W2,1,1,1,1,1,1,1,1,1
H2.315.5.W3,1,1,1,1,1,1,1,1,1
H2.315.5.W4,1,1,1,1,1,1,1,1,1
H2.315.5.W5,1,1,1,1,1,1,1,1,1
H2.315.5.W6,1,1,1,1,1,1,1,1,1
H2.315.6.W1,1,1,1,1,1,1,1,1,1
H2.315.6.W2,1,1,1,1,1,1,1,1,1
H2.315.6.W3,1,1,1,1,1,1,1,1,1
H2.315.6.W4,1,1,1,1,1,1,1,1,1
H2.315.6.W5,1,1,1,1,1,1,1,1,1
H2.315.6.W6,1,1,1,1,1,1,1,1,1
CC7.315.4.W1,1,1,1,1,1,1,1,1,1
CC7.315.4.W2,1,1,1,1,1,1,1,1,1
CC7.315.4.W3,1,1,1,1,1,1,1,1,1
CC7.315.4.W4,1,1,1,1,1,1,1,1,1
CC7.315.4.W5,1,1,1,1,1,1,1,1,1
CC7.315.4.W6,1,1,1,1,1,1,1,1,LOST
CC7.315.5.W1,1,1,1,1,1,1,1,1,1
CC7.315.5.W2,1,1,1,1,1,1,1,1,1
CC7.315.5.W3,1,1,1,1,1,1,1,1,1
CC7.315.5.W4,1,1,1,1,1,1,1,1,1
CC7.315.5.W5,1,1,1,1,1,1,1,1,1
CC7.315.5.W6,1,1,1,1,1,1,1,1,1
CC7.315.6.W1,1,1,1,1,1,1,1,1,1
CC7.315.6.W2,1,1,1,1,1,1,1,1,1
CC7.315.6.W3,1,1,1,1,1,1,1,1,1
CC7.315.6.W4,1,1,1,1,1,1,1,1,1
CC7.315.6.W5,1,1,1,1,1,1,1,1,1
CC7.315.6.W6,1,1,1,1,1,1,1,1,1
H2.340.4.W1,1,1,1,1,1,1,1,,
H2.340.W2,1,1,1,1,1,1,1,,
H2.340.4.W3,1,1,1,1,1,1,1,,
H2.340.4.W4,1,1,1,1,0,0,0,,
H2.340.4.W5,1,1,1,1,0,0,0,,
H2.340.4.W6,1,1,1,1,0,0,0,,
H2.340.5.W1,1,1,1,1,0,0,0,,
H2.340.5.W2,1,1,1,1,0,0,0,,
H2.340.5.W3,1,1,1,1,0,0,0,,
H2.340.5.W4,1,1,1,1,0,0,0,,
H2.340.5.W5,1,1,1,1,0,0,0,,
H2.340.5.W6,1,1,1,1,0,0,0,,
H2.340.6.W1,1,1,1,1,0,0,0,,
H2.340.6.W2,1,1,1,1,0,0,0,,
H2.340.6.W3,1,1,1,1,0,0,0,,
H2.340.6.W4,1,1,1,1,0,0,0,,
H2.340.6.W5,1,1,1,1,0,0,0,,
H2.340.6.W6,1,1,1,1,1,1,1,,
CC7.340.4.W1,1,1,1,1,1,1,1,,
CC7.340.4.W2,1,1,1,1,1,1,1,,
CC7.340.4.W3,1,1,1,1,1,1,1,,
CC7.340.4.W4,1,1,1,1,1,1,1,,
CC7.340.4.W5,1,1,1,1,1,1,1,,
CC7.340.4.W6,1,1,1,1,1,1,1,,
CC7.340.5.W1,1,1,1,1,0,0,0,,
CC7.340.5.W2,1,1,1,1,0,0,0,,
CC7.340.5.W3,1,1,1,1,0,0,0,,
CC7.340.5.W4,1,1,1,1,0,0,0,,
CC7.340.5.W5,1,1,1,1,0,0,0,,
CC7.340.5.W6,1,1,1,1,0,0,0,,
CC7.340.6.W1,1,1,1,1,0,0,0,,
CC7.340.6.W2,1,1,1,1,0,0,0,,
CC7.340.6.W3,1,1,1,1,0,0,0,,
CC7.340.6.W4,1,1,1,1,0,0,0,,
CC7.340.6.W5,1,1,1,1,1,1,1,,
CC7.340.6.W6,1,1,1,1,1,1,1,,
