CC7.265.5.W5,CC7.265,0,0,0,0,0,0,1,1,0,0,0
CC7.265.5.W6,CC7.265,0,0,0,0,0,0,1,1,NA,NA,NA
CC7.265.6.W1,CC7.265,0,1,1,1,0,0,0,0,0,0,0
CC7.265.6.W2,CC7.265,0,1,0,0,0,0,0,0,0,0,1
CC7.265.6.W3,CC7.265,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC7.265.6.W4,CC7.265,0,2,1,2,0,0,0,0,0,0,0
CC7.265.6.W5,CC7.265,0,0,0,0,0,0,0,1,0,0,0
CC7.265.6.W6,CC7.265,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
H2.290.4.W1,H2.290,0,0,0,2,0,0,3,1,1,3,1
H2.290.4.W2,H2.290,0,0,0,2,0,0,0,1,2,5,NA
H2.290.4.W3,H2.290,0,2,0,1,0,0,2,0,2,1,1
H2.290.4.W4,H2.290,0,0,0,1,0,0,2,2,0,1,1
H2.290.4.W5,H2.290,0,2,2,2,0,1,2,0,0,0,4
H2.290.4.W6,H2.290,0,6,2,2,1,1,2,0,2,1,1
H2.290.5.W1,H2.290,0,0,0,1,0,0,8,0,1,1,1
H2.290.5.W2,H2.290,0,0,2,2,0,0,2,2,0,1,1
H2.290.5.W3,H2.290,0,0,0,2,0,1,5,1,1,0,1
H2.290.5.W4,H2.290,0,1,0,1,0,0,1,0,0,0,0
H2.290.5.W5,H2.290,0,0,0,0,0,0,1,0,0,0,2
H2.290.5.W6,H2.290,0,3,0,1,0,1,2,2,0,0,2
H2.290.6.W1,H2.290,0,0,0,0,0,0,0,1,1,1,1
H2.290.6.W2,H2.290,0,0,1,1,0,0,2,2,0,3,3
H2.290.6.W3,H2.290,0,0,0,0,0,0,7,1,3,2,3
H2.290.6.W4,H2.290,0,0,0,0,0,1,5,0,0,1,1
H2.290.6.W5,H2.290,0,2,0,1,0,0,2,1,0,0,0
H2.290.6.W6,H2.290,0,0,0,0,1,0,0,2,0,1,2
CC7.290.4.W1,CC7.290,0,0,0,0,0,0,0,0,0,0,1
CC7.290.4.W2,CC7.290,0,0,0,0,0,1,0,0,0,2,0
CC7.290.4.W3,CC7.290,0,0,0,0,0,0,0,0,0,1,1
CC7.290.4.W4,CC7.290,0,0,0,0,0,0,0,0,0,0,1
CC7.290.4.W5,CC7.290,0,0,0,1,0,0,0,0,0,0,1
CC7.290.4.W6,CC7.290,0,0,0,2,0,0,0,1,0,0,1
CC7.290.5.W1,CC7.290,0,1,1,0,0,0,0,1,0,0,0
CC7.290.5.W2,CC7.290,0,0,0,0,0,0,1,1,0,0,0
CC7.290.5.W3,CC7.290,0,0,0,0,0,0,0,0,0,0,1
CC7.290.5.W4,CC7.290,0,0,1,0,0,0,0,1,0,0,0
CC7.290.5.W5,CC7.290,0,0,0,1,0,1,0,2,0,0,0
CC7.290.5.W6,CC7.290,0,0,0,3,1,0,0,0,0,0,1
CC7.290.6.W1,CC7.290,0,0,1,1,0,0,0,0,0,1,0
CC7.290.6.W2,CC7.290,0,0,0,0,0,0,1,0,0,0,0
CC7.290.6.W3,CC7.290,0,0,0,0,0,1,0,1,0,0,0
CC7.290.6.W4,CC7.290,0,1,0,0,1,2,0,0,0,0,1
CC7.290.6.W5,CC7.290,0,0,2,0,1,1,0,0,1,1,0
CC7.290.6.W6,CC7.290,0,0,1,0,0,0,0,0,0,0,1
H2.315.4.W1,H2.315,0,0,0,0,0,1,0,1,0,2,0
H2.315.4.W2,H2.315,0,0,0,0,0,0,1,0,0,1,0
H2.315.4.W3,H2.315,0,0,0,4,0,0,1,1,0,1,1
H2.315.4.W4,H2.315,0,0,0,0,0,2,0,0,0,0,0
H2.315.4.W5,H2.315,0,0,0,1,0,0,1,0,0,0,0
H2.315.4.W6,H2.315,0,0,1,0,0,0,0,3,0,3,0
H2.315.5.W1,H2.315,0,2,0,1,0,1,5,1,0,0,1
H2.315.5.W2,H2.315,0,1,1,2,0,0,1,0,0,0,1
H2.315.5.W3,H2.315,0,2,1,1,0,0,1,0,0,0,1
H2.315.5.W4,H2.315,0,0,0,1,0,0,1,0,0,0,1
H2.315.5.W5,H2.315,0,0,0,3,0,0,0,0,0,1,1
H2.315.5.W6,H2.315,0,1,0,1,0,0,0,2,0,1,1
H2.315.6.W1,H2.315,0,0,2,0,0,0,0,0,0,0,0
H2.315.6.W2,H2.315,0,0,0,0,0,0,0,0,0,0,1
H2.315.6.W3,H2.315,0,0,0,0,0,0,1,1,0,5,1
H2.315.6.W4,H2.315,0,0,0,0,0,0,2,0,0,2,1
H2.315.6.W5,H2.315,0,1,2,3,0,0,1,0,0,2,0
H2.315.6.W6,H2.315,0,2,1,4,0,0,3,1,0,1,1
CC7.315.4.W1,CC7.315,0,0,0,0,0,0,0,1,0,0,0
CC7.315.4.W2,CC7.315,0,1,0,1,0,0,0,0,0,0,1
CC7.315.4.W3,CC7.315,0,1,0,0,0,0,0,1,0,0,2
CC7.315.4.W4,CC7.315,0,0,0,0,0,0,0,0,0,0,0
CC7.315.4.W5,CC7.315,0,0,0,0,0,1,1,2,0,0,0
CC7.315.4.W6,CC7.315,0,0,0,0,0,0,0,0,1,0,NA
CC7.315.5.W1,CC7.315,0,1,1,2,0,1,0,0,0,1,2
CC7.315.5.W2,CC7.315,0,0,0,0,0,1,2,0,0,0,1
CC7.315.5.W3,CC7.315,0,0,1,0,0,0,0,0,0,0,1
CC7.315.5.W4,CC7.315,0,0,0,0,0,1,0,0,0,1,2
CC7.315.5.W5,CC7.315,0,0,1,0,0,1,0,2,0,0,0
CC7.315.5.W6,CC7.315,0,0,0,0,1,3,1,1,0,0,1
CC7.315.6.W1,CC7.315,0,0,1,2,0,0,0,0,0,2,1
CC7.315.6.W2,CC7.315,0,0,1,0,0,0,0,0,0,0,1
CC7.315.6.W3,CC7.315,0,0,0,1,0,0,0,2,0,1,0
CC7.315.6.W4,CC7.315,0,0,0,0,0,0,0,0,0,0,0
CC7.315.6.W5,CC7.315,0,0,0,0,0,0,1,0,0,0,0
CC7.315.6.W6,CC7.315,0,0,1,1,0,0,0,0,0,3,0
H2.340.4.W1,H2.340,0,0,0,0,0,0,0,0,0,0,NA
H2.340.W2,H2.340,0,0,0,0,0,0,0,0,0,0,NA
H2.340.4.W3,H2.340,0,2,0,0,0,0,0,0,0,0,NA
H2.340.4.W4,H2.340,0,0,0,0,0,NA,NA,NA,NA,NA,NA
H2.340.4.W5,H2.340,0,0,0,0,0,NA,NA,NA,NA,NA,NA
H2.340.4.W6,H2.340,0,1,0,0,0,NA,NA,NA,NA,NA,NA
H2.340.5.W1,H2.340,0,0,0,0,0,NA,NA,NA,NA,NA,NA
H2.340.5.W2,H2.340,0,1,0,0,0,NA,NA,NA,NA,NA,NA
H2.340.5.W3,H2.340,0,0,0,0,0,NA,NA,NA,NA,NA,NA
H2.340.5.W4,H2.340,0,0,0,0,0,NA,NA,NA,NA,NA,NA
H2.340.5.W5,H2.340,0,1,0,0,0,NA,NA,NA,NA,NA,NA
H2.340.5.W6,H2.340,0,0,0,0,0,NA,NA,NA,NA,NA,NA
H2.340.6.W1,H2.340,0,0,0,0,0,NA,NA,NA,NA,NA,NA
H2.340.6.W2,H2.340,0,0,0,0,0,NA,NA,NA,NA,NA,NA
H2.340.6.W3,H2.340,0,2,0,0,0,NA,NA,NA,NA,NA,NA
H2.340.6.W4,H2.340,0,0,0,0,0,NA,NA,NA,NA,NA,NA
H2.340.6.W5,H2.340,0,0,0,0,0,NA,NA,NA,NA,NA,NA
H2.340.6.W6,H2.340,0,1,0,0,0,0,0,0,0,0,NA
CC7.340.4.W1,CC7.340,0,0,0,0,0,0,0,0,0,0,NA
CC7.340.4.W2,CC7.340,0,0,0,0,0,0,0,0,0,0,NA
CC7.340.4.W3,CC7.340,0,0,0,0,0,0,0,0,0,0,NA
CC7.340.4.W4,CC7.340,0,0,0,0,0,0,0,0,0,0,NA
CC7.340.4.W5,CC7.340,0,0,0,0,0,0,0,0,0,0,NA
CC7.340.4.W6,CC7.340,0,0,0,0,0,0,0,0,0,0,NA
CC7.340.5.W1,CC7.340,0,0,0,0,0,NA,NA,NA,NA,NA,NA
CC7.340.5.W2,CC7.340,0,0,0,0,0,NA,NA,NA,NA,NA,NA
CC7.340.5.W3,CC7.340,0,0,0,0,0,NA,NA,NA,NA,NA,NA
CC7.340.5.W4,CC7.340,0,1,0,0,0,NA,NA,NA,NA,NA,NA
CC7.340.5.W5,CC7.340,0,0,0,0,0,NA,NA,NA,NA,NA,NA
CC7.340.5.W6,CC7.340,0,0,0,0,0,NA,NA,NA,NA,NA,NA
CC7.340.6.W1,CC7.340,0,1,0,0,0,NA,NA,NA,NA,NA,NA
CC7.340.6.W2,CC7.340,0,0,0,0,0,NA,NA,NA,NA,NA,NA
CC7.340.6.W3,CC7.340,0,0,0,0,0,NA,NA,NA,NA,NA,NA
CC7.340.6.W4,CC7.340,0,0,0,0,0,NA,NA,NA,NA,NA,NA
CC7.340.6.W5,CC7.340,0,0,0,0,0,0,0,0,0,0,NA
CC7.340.6.W6,CC7.340,0,0,0,0,0,0,0,0,0,0,NA
